SolIndex,Name ,Country,Lang,Yr,Round,Rank,Problem,Size,hr,min,sec,Rqmts,,LOC,eLOC,Preprocessor,Macros,Paren,Brace,Bracket,FunCnt,FunAvgELOC,FunAvgIntrfc,FunAvgCyc
205,MrRoach,China,C++,2012,Qual,197,Dancing With the Googlers,Large,,56,58,,,40,35,5,0,13,8,6,1,21,1,7
206,MrRoach,China,C++,2012,Qual,197,Recycled Numbers,Small,2,6,30,,,42,35,3,0,12,8,12,1,26,1,9
207,MrRoach,China,C++,2012,Qual,197,Recycled Numbers,Large,2,8,3,,,42,35,3,0,12,8,12,1,26,1,9
208,MrRoach,China,C++,2012,Qual,197,Hall of Mirrors,Small,3,5,38,,,68,55,3,0,42,14,10,1,43,1,21
209,MrRoach,China,C++,2012,1A,2019,Password Problem,Small,,32,58,,,35,30,11,0,9,5,3,1,16,1,5
210,MrRoach,China,C++,2012,1A,2019,Password Problem,Large,,34,10,,,35,30,11,0,9,5,3,1,16,1,5
211,MrRoach,China,C++,2012,1B,576,Safety in Numbers,Small,,43,2,,,57,49,11,0,17,9,10,1,34,1,10
212,MrRoach,China,C++,2012,1B,576,Safety in Numbers,Large,,43,51,,,57,49,11,0,17,9,10,1,34,1,10
213,MrRoach,China,C++,2012,1B,576,"Tide Goes In, Tide Goes Out",Small,2,12,37,,,102,97,11,0,40,17,58,4,14.75,4.75,7.25
214,MrRoach,China,C++,2012,1B,576,"Tide Goes In, Tide Goes Out",Large,2,14,5,,,102,97,11,0,40,17,58,4,14.75,4.75,7.25
215,MrRoach,China,C++,2012,2,334,Swinging Wild,Small,,35,33,,,46,37,4,0,13,9,23,1,27,1,13
216,MrRoach,China,C++,2012,2,334,Swinging Wild,Large,,37,12,,,46,37,4,0,13,9,23,1,27,1,13
217,MrRoach,China,C++,2012,2,334,Aerobics,Small,1,7,39,,,59,46,5,0,16,14,34,1,34,1,15
218,MrRoach,China,C++,2012,2,334,Aerobics,Large,1,9,10,,,59,46,5,0,16,14,34,1,34,1,15
219,MrRoach,China,C++,2012,3,155,Perfect Game,Small,,21,19,,,40,32,5,0,10,8,19,1,21,1,8
220,MrRoach,China,C++,2012,3,155,Perfect Game,Large,,22,7,,,40,32,5,0,10,8,19,1,21,1,8
221,MrRoach,China,C++,2012,3,155,Lost Password,Small,1,36,41,,,48,40,6,9,12,8,26,1,28,1,9
222,angwuy,China,C++,2012,Qual,2977,Speaking in Tongues,Small,3,23,44,,,32,26,2,0,12,4,7,2,7.5,1,3
223,angwuy,China,C++,2012,Qual,2977,Dancing With the Googlers,Small,4,7,13,,,59,45,2,0,36,8,51,4,8.5,1.5,3.75
224,angwuy,China,C++,2012,Qual,2977,Dancing With the Googlers,Large,4,8,45,,,59,45,2,0,36,8,51,4,8.5,1.5,3.75
225,angwuy,China,C++,2012,Qual,2977,Recycled Numbers,Small,13,36,55,,,68,48,2,0,38,11,26,6,6.33,1.67,3.17
226,angwuy,China,C++,2012,Qual,2977,Recycled Numbers,Large,13,40,3,,,70,50,2,0,40,11,26,6,6.33,1.67,3.17
227,angwuy,China,C++,2012,1A,295,Password Problem,Small,,21,6,,,37,27,3,0,18,6,7,4,4.5,1.5,2
228,angwuy,China,C++,2012,1A,295,Password Problem,Large,,22,4,,,39,29,3,0,20,6,7,4,4.5,1.5,2
229,angwuy,China,C++,2012,1A,295,Kingdom Rush,Small,,48,17,,,64,48,3,0,24,8,15,3,12.67,1,5
230,angwuy,China,C++,2012,1A,295,Kingdom Rush,Large,1,5,52,,,64,48,3,0,24,8,15,3,12.67,1,5
231,angwuy,China,C++,2012,2,92,Swinging Wild,Small,,25,57,,,49,37,2,0,27,7,25,5,5.4,1.6,2.6
232,angwuy,China,C++,2012,2,92,Swinging Wild,Large,,28,15,,,52,40,4,0,23,6,7,5,5.6,1.6,2.6
233,angwuy,China,C++,2012,2,92,Aerobics,Small,1,3,20,,,50,38,2,0,28,7,25,3,9.33,1,3.67
234,angwuy,China,C++,2012,2,92,Aerobics,Large,1,26,9,,,50,38,2,0,28,7,25,5,5.6,1.6,2.6
235,angwuy,China,C++,2012,2,92,Mountain View,Small,2,6,26,,,108,74,2,0,65,17,25,5,5.6,1.6,2.6
236,angwuy,China,C++,2012,2,92,Mountain View,Large,2,26,2,,,113,79,4,0,70,17,25,9,6.8,4.11,2.89
237,angwuy,China,C++,2012,3,164,Perfect Game,Small,,10,27,,,41,32,4,0,18,5,5,3,6.33,2,3
238,angwuy,China,C++,2012,3,164,Perfect Game,Large,,11,7,,,41,32,4,0,18,5,5,3,6.33,2,3
239,angwuy,China,C++,2012,3,164,Lost Password,Small,2,17,19,,,73,57,2,0,40,8,35,4,11.5,1.75,5.75
240,ZhukovDmitry,Russia,C++,2012,Qual,4088,Speaking in Tongues,Small,8,29,51,,,101,95,33,15,74,5,39,3,16,1.67,1.33
241,ZhukovDmitry,Russia,C++,2012,Qual,4088,Dancing With the Googlers,Small,8,49,49,,,105,87,33,24,88,11,29,3,12.67,1.67,2
242,ZhukovDmitry,Russia,C++,2012,Qual,4088,Speaking in Tongues,Large,8,50,40,,,105,87,33,24,88,11,29,3,12.67,1.67,2
243,ZhukovDmitry,Russia,C++,2012,Qual,4088,Recycled Numbers,Small,18,32,41,,,103,87,24,11,73,10,12,3,15,1.67,3
244,ZhukovDmitry,Russia,C++,2012,Qual,4088,Recycled Numbers,Large,18,33,10,,,103,87,24,11,73,10,12,3,15,1.67,3
245,ZhukovDmitry,Russia,C++,2012,1B,5,Safety in Numbers,Small,,8,43,,,83,71,24,11,63,8,6,3,10,1.67,2
246,ZhukovDmitry,Russia,C++,2012,1B,5,Safety in Numbers,Large,,9,10,,,83,71,24,11,63,8,6,3,10,1.67,2
247,ZhukovDmitry,Russia,C++,2012,1B,5,"Tide Goes In, Tide Goes Out",Small,,46,56,,,160,120,24,11,87,24,82,3,24,1.67,7.67
248,ZhukovDmitry,Russia,C++,2012,1B,5,"Tide Goes In, Tide Goes Out",Large,,47,27,,,160,120,24,11,87,24,82,3,24,1.67,7.67
249,ZhukovDmitry,Russia,C++,2012,1B,5,Equal Sums,Small,,59,19,,,111,85,24,11,77,15,9,3,14.33,1.67,3.33
250,ZhukovDmitry,Russia,C++,2012,1B,5,Equal Sums,Large,1,14,24,,,129,99,24,11,84,17,34,4,13,2,3
251,ZhukovDmitry,Russia,C++,2012,2,24,Swinging Wild,Small,,23,25,,,89,77,24,11,64,8,22,3,11.33,1.67,2.67
252,ZhukovDmitry,Russia,C++,2012,2,24,Swinging Wild,Large,,24,7,,,89,77,24,11,64,8,22,3,11.33,1.67,2.67
253,ZhukovDmitry,Russia,C++,2012,2,24,Aerobics,Small,,58,23,,,147,119,24,11,84,16,85,4,18.5,2,4.75
254,ZhukovDmitry,Russia,C++,2012,2,24,Aerobics,Large,,59,35,,,147,119,24,11,84,16,85,4,18.5,2,4.75
255,ZhukovDmitry,Russia,C++,2012,2,24,Mountain View,Small,1,28,54,,,126,102,24,11,73,16,12,5,11.2,3,2.4
256,ZhukovDmitry,Russia,C++,2012,2,24,Mountain View,Large,1,29,39,,,126,102,24,11,73,16,12,5,11.2,3,2.4
257,ZhukovDmitry,Russia,C++,2012,2,24,Descending in the Dark,Small,2,26,33,,,240,162,24,11,140,43,69,6,17.67,1.33,2.67
258,ZhukovDmitry,Russia,C++,2012,3,165,Perfect Game,Large,,10,41,,,84,70,24,11,69,9,15,5,5,2.6,1
259,ZhukovDmitry,Russia,C++,2012,3,165,Perfect Game,Small,,11,21,,,84,70,24,11,69,9,15,5,5,2.6,1
260,ZhukovDmitry,Russia,C++,2012,3,165,Lost Password,Small,2,20,50,,,149,117,24,11,80,18,64,4,16.75,2,2.75
261,meret,Poland,C++,2012,Final,1,Zombie Smash,Small,,38,34,,,102,86,31,27,78,16,23,3,14.33,1.67,4.33
262,meret,Poland,C++,2012,Final,1,Zombie Smash,Large,,39,46,,,102,86,31,27,78,16,23,3,14.33,1.67,4.33
263,meret,Poland,C++,2012,Final,1,Upstairs/Downstairs,Small,1,5,1,,,91,79,31,18,65,10,22,2,21.5,1,4
264,meret,Poland,C++,2012,Final,1,Upstairs/Downstairs,Large,1,6,47,,,91,79,31,18,65,10,22,2,21.5,1,4
265,meret,Poland,C++,2012,Final,1,Xeno-archaeology,Small,2,25,56,,,80,69,31,18,66,13,3,2,14.5,1,7.5
266,meret,Poland,C++,2012,Final,1,Twirling Towards Freedom,Small,2,3,41,,,166,139,36,23,125,32,24,10,8.9,1,2.8
267,meret,Poland,C++,2012,Final,1,Twirling Towards Freedom,Large,2,5,17,,,166,139,36,23,125,32,24,10,8.9,1,2.8
268,meret,Poland,C++,2012,Final,1,Shifting Paths,Small,2,15,40,,,79,70,31,18,52,9,20,2,15,2.5,4.5
269,SnapDragon,Canada,C++,2012,Final,8,Zombie Smash,Small,,15,22,,,35,30,8,0,19,5,20,2,9.5,2.5,4.5
270,SnapDragon,Canada,C++,2012,Final,8,Zombie Smash,Large,,16,13,,,35,30,8,0,19,5,20,2,9.5,2.5,4.5
271,SnapDragon,Canada,C++,2012,Final,8,Upstairs/Downstairs,Small,1,43,20,,,55,47,7,0,43,10,10,2,18.5,1.5,6
272,SnapDragon,Canada,C++,2012,Final,8,Xeno-archaeology,Small,3,3,3,,,49,41,8,0,25,11,6,4,6.75,2.5,5
273,SnapDragon,Canada,C++,2012,Final,8,Xeno-archaeology,Large,3,16,42,,,87,76,8,0,75,16,21,4,15.5,2.5,12.75
274,SnapDragon,Canada,C++,2012,Final,8,Twirling Towards Freedom,Small,3,42,28,,,38,34,8,0,20,5,10,3,6.33,2.67,3.33
275,SnapDragon,Canada,C++,2012,Final,8,Shifting Paths,Small,1,9,10,,,77,67,8,0,46,14,68,2,27.5,2.5,10.5
276,g201513,China,C++,2012,Final,11,Zombie Smash,Small,,23,52,,,76,65,12,0,35,13,32,4,9.75,3.25,4.25
277,g201513,China,C++,2012,Final,11,Zombie Smash,Large,,25,1,,,76,65,12,0,35,13,32,4,9.75,3.25,4.25
278,g201513,China,C++,2012,Final,11,Upstairs/Downstairs,Small,1,31,34,,,69,61,12,0,24,9,40,2,17.5,2,4
279,g201513,China,C++,2012,Final,11,Upstairs/Downstairs,Large,1,33,6,,,70,62,12,0,25,9,40,2,18,2,4
280,g201513,China,C++,2012,Final,11,Xeno-archaeology,Small,2,33,38,,,65,55,12,0,36,11,11,3,11.67,4.33,6
281,g201513,China,C++,2012,Final,11,Twirling Towards Freedom,Small,2,24,44,,,85,71,12,9,49,15,21,5,9.4,3,4
282,g201513,China,C++,2012,Final,11,Shifting Paths,Small,1,41,20,,,47,43,12,0,22,4,18,2,11.5,3.5,4
283,Farmer.John,Hong Kong,C++,2012,Final,12,Zombie Smash,Small,,38,25,,,54,48,9,1,33,6,33,1,35,1,11
284,Farmer.John,Hong Kong,C++,2012,Final,12,Zombie Smash,Large,,42,7,,,54,48,9,1,33,6,33,1,35,1,11
285,Farmer.John,Hong Kong,C++,2012,Final,12,Upstairs/Downstairs,Small,1,41,27,,,53,48,9,1,24,5,19,2,17.5,1,3
286,Farmer.John,Hong Kong,C++,2012,Final,12,Upstairs/Downstairs,Large,2,31,33,,,78,72,9,1,38,6,54,3,19.67,2.33,3.67
287,Farmer.John,Hong Kong,C++,2012,Final,12,Xeno-archaeology,Small,3,19,30,,,54,47,9,1,26,7,10,2,16.5,2.5,5.5
288,Farmer.John,Hong Kong,C++,2012,Final,12,Twirling Towards Freedom,Small,3,,40,,,77,65,12,4,52,12,10,10,4.2,3,1.4
289,Farmer.John,Hong Kong,C++,2012,Final,12,Shifting Paths,Small,,22,19,,,40,37,9,1,16,3,12,1,24,1,5
290,Ahyangyi,China,C++,2012,Final,13,Zombie Smash,Small,,41,7,,,80,59,2,0,29,11,53,3,15,2.33,5.67
291,Ahyangyi,China,C++,2012,Final,13,Zombie Smash,Large,,48,39,,,109,78,3,0,45,16,79,3,20.67,2.33,8.33
292,Ahyangyi,China,C++,2012,Final,13,Upstairs/Downstairs,Small,1,20,13,,,49,39,2,0,22,5,29,1,31,1,10
293,Ahyangyi,China,C++,2012,Final,13,Upstairs/Downstairs,Large,1,22,9,,,49,39,2,0,22,5,29,1,31,1,10
294,Ahyangyi,China,C++,2012,Final,13,Xeno-archaeology,Small,3,6,43,,,52,34,2,0,24,9,7,1,26,1,14
295,Ahyangyi,China,C++,2012,Final,13,Twirling Towards Freedom,Small,2,55,17,,,148,105,4,1,92,24,124,4,20.75,2,8
296,Ahyangyi,China,C++,2012,Final,13,Shifting Paths,Small,3,47,18,,,44,32,2,0,16,6,12,1,26,1,7
297,gawry,Poland,C++,2012,Final,17,Zombie Smash,Small,1,10,14,,,62,56,15,4,47,8,36,3,11,1.67,3
298,gawry,Poland,C++,2012,Final,17,Zombie Smash,Large,1,11,47,,,64,58,16,4,48,8,36,3,11,1.67,3
299,gawry,Poland,C++,2012,Final,17,Xeno-archaeology,Small,2,41,21,,,59,52,14,3,60,7,23,3,10.67,1.67,6.67
300,gawry,Poland,C++,2012,Final,17,Xeno-archaeology,Large,3,37,56,,,73,63,14,3,76,10,25,4,10.5,2.5,7
301,gawry,Poland,C++,2012,Final,17,Shifting Paths,Small,,13,55,,,50,44,14,12,32,6,20,3,8,2,2.67
302,Eryx,Poland,C++,2012,Final,23,Zombie Smash,Small,,51,13,,,128,116,40,29,182,23,38,9,7.11,1.78,3.56
303,Eryx,Poland,C++,2012,Final,23,Zombie Smash,Large,,52,4,,,128,116,40,29,182,23,38,9,7.11,1.78,3.56
304,Eryx,Poland,C++,2012,Final,23,Xeno-archaeology,Small,3,35,37,,,122,108,40,30,167,22,14,9,6.44,1.89,3.78
305,Eryx,Poland,C++,2012,Final,23,Twirling Towards Freedom,Small,3,19,12,,,244,210,39,29,275,46,78,15,10.07,2.47,3.33
306,Eryx,Poland,C++,2012,Final,23,Shifting Paths,Small,3,42,14,,,105,95,40,30,151,18,13,8,5.75,1.75,2.75
307,misof,Slovakia,C++,2012,Final,3,Zombie Smash,Small,,46,50,,,59,55,20,3,42,9,13,4,7.5,2.75,2.25
308,misof,Slovakia,C++,2012,Final,3,Zombie Smash,Large,,50,9,,,65,57,20,3,51,12,27,4,8,2.75,4.5
309,misof,Slovakia,C++,2012,Final,3,Upstairs/Downstairs,Small,2,20,28,,,58,53,19,2,49,5,9,1,30,1,3
310,misof,Slovakia,C++,2012,Final,3,Upstairs/Downstairs,Large,2,33,9,,,66,57,19,2,40,11,7,2,17,3,6
311,misof,Slovakia,C++,2012,Final,3,Xeno-archaeology,Small,1,1,41,,,66,57,19,2,40,11,7,2,17,3,6
312,misof,Slovakia,C++,2012,Final,3,Xeno-archaeology,Large,1,42,10,,,101,85,22,5,97,23,15,3,19.67,6,10.67
313,misof,Slovakia,C++,2012,Final,3,Twirling Towards Freedom,Small,2,56,27,,,97,88,21,4,165,25,15,19,3.42,3.26,2.53
314,misof,Slovakia,C++,2012,Final,3,Shifting Paths,Small,,18,37,,,53,48,19,2,29,9,8,1,28,1,6
315,misof,Slovakia,C++,2012,3,10,Perfect Game,Small,,28,2,,,40,37,19,2,25,5,3,2,8,3,3
316,misof,Slovakia,C++,2012,3,10,Perfect Game,Large,,28,24,,,40,37,19,2,25,5,3,2,8,3,3
317,misof,Slovakia,C++,2012,3,10,Lost Password,Small,,47,2,,,82,75,19,2,32,9,14,1,28,1,6
318,misof,Slovakia,C++,2012,3,10,Lost Password,Large,1,51,30,,,195,178,21,3,201,28,67,11,10.36,3.18,4.45
319,misof,Slovakia,C++,2012,2,20,Swinging Wild,Small,,23,11,,,40,37,19,2,35,3,18,1,17,1,8
320,misof,Slovakia,C++,2012,2,20,Swinging Wild,Large,,23,54,,,40,37,19,2,35,3,18,1,17,1,8
321,misof,Slovakia,C++,2012,2,20,Aerobics,Small,1,23,2,,,66,58,19,11,54,12,16,3,11.67,1.67,5.67
322,misof,Slovakia,C++,2012,2,20,Aerobics,Large,1,24,59,,,66,58,19,2,54,12,16,3,11.67,1.67,5.67
323,misof,Slovakia,C++,2012,2,20,Mountain View,Small,,55,27,,,55,50,18,1,38,7,13,2,15,3.5,6.5
324,misof,Slovakia,C++,2012,2,20,Mountain View,Large,,56,12,,,55,50,18,1,38,7,13,2,15,3.5,6.5
325,misof,Slovakia,C++,2012,2,20,Descending in the Dark,Small,2,10,58,,,93,83,20,3,79,15,41,3,18.33,3.33,8.33
326,misof,Slovakia,C++,2012,1A,95,Kingdom Rush,Small,,37,27,,,43,37,2,0,23,10,9,2,17,2.5,8.5
327,misof,Slovakia,C++,2012,1A,95,Kingdom Rush,Large,,38,2,,,43,37,2,0,23,10,9,2,17,2.5,8.5
328,vepifanov,Russia,C++,2012,Qual,4191,Speaking in Tongues,Small,18,49,30,,,57,55,28,13,35,3,5,2,7,1.5,3
329,vepifanov,Russia,C++,2012,Qual,4191,Dancing With the Googlers,Small,18,53,34,,,53,49,24,11,28,5,0,2,7.5,1.5,4
330,vepifanov,Russia,C++,2012,Qual,4191,Dancing With the Googlers,Large,18,53,58,,,53,49,24,11,28,5,0,2,7.5,1.5,4
331,vepifanov,Russia,C++,2012,Qual,4191,Recycled Numbers,Small,18,57,34,,,62,56,24,11,27,6,3,2,10,1.5,5.5
332,vepifanov,Russia,C++,2012,Qual,4191,Recycled Numbers,Large,18,59,10,,,62,56,24,11,27,6,3,2,10,1.5,5.5
333,vepifanov,Russia,C++,2012,1B,38,Safety in Numbers,Small,,8,29,,,69,64,28,13,37,6,5,2,12,1.5,5
334,vepifanov,Russia,C++,2012,1B,38,Safety in Numbers,Large,,9,41,,,69,64,28,13,37,6,5,2,12,1.5,5
335,vepifanov,Russia,C++,2012,1B,38,"Tide Goes In, Tide Goes Out",Small,,41,49,,,113,103,28,13,79,11,63,3,19,3,10
336,vepifanov,Russia,C++,2012,1B,38,"Tide Goes In, Tide Goes Out",Large,,42,31,,,113,103,28,13,79,11,63,3,19,3,10
337,vepifanov,Russia,C++,2012,1B,38,Equal Sums,Small,,19,21,,,74,71,28,13,48,5,9,2,15,1.5,7
338,vepifanov,Russia,C++,2012,1B,38,Equal Sums,Large,1,32,40,,,103,95,28,13,57,10,19,2,25.5,1.5,9.5
339,vepifanov,Russia,C++,2012,2,38,Swinging Wild,Small,,13,40,,,66,62,28,13,39,5,18,2,11,1.5,5
340,vepifanov,Russia,C++,2012,2,38,Swinging Wild,Large,,14,12,,,66,62,28,13,39,5,18,2,11,1.5,5
341,vepifanov,Russia,C++,2012,2,38,Aerobics,Small,1,20,18,,,85,79,28,22,39,7,24,2,18.5,1.5,6
342,vepifanov,Russia,C++,2012,2,38,Aerobics,Large,1,22,13,,,85,79,28,22,39,7,24,2,18.5,1.5,6
343,vepifanov,Russia,C++,2012,2,38,Mountain View,Small,1,50,20,,,101,91,28,13,63,12,32,4,12.5,3,6.25
344,vepifanov,Russia,C++,2012,2,38,Mountain View,Large,1,51,16,,,101,91,28,13,63,12,32,4,12.5,3,6.25
345,vepifanov,Russia,C++,2012,3,17,Perfect Game,Small,,12,40,,,67,63,28,13,52,5,19,3,7,2,4
346,vepifanov,Russia,C++,2012,3,17,Perfect Game,Large,,13,34,,,67,63,28,13,52,5,19,3,7,2,4
347,vepifanov,Russia,C++,2012,3,17,Havannah,Small,1,10,25,,,182,165,28,13,132,21,144,5,22.2,2.4,11
348,vepifanov,Russia,C++,2012,3,17,Havannah,Large,1,16,9,,,193,174,28,13,134,23,151,5,23.8,2.4,11.2
349,vepifanov,Russia,C++,2012,3,17,Quality Food,Small,2,14,45,,,80,74,28,13,47,7,27,2,15,1.5,7.5
350,vepifanov,Russia,C++,2012,3,17,Lost Password,Small,1,54,28,,,115,104,28,13,75,12,42,4,15,1.75,8.5
351,vepifanov,Russia,C++,2012,Final,4,Zombie Smash,Small,,34,29,,,86,79,28,13,60,8,39,3,12,2.67,5.67
352,vepifanov,Russia,C++,2012,Final,4,Zombie Smash,Large,,35,24,,,86,79,28,13,60,8,39,3,12,2.67,5.67
353,vepifanov,Russia,C++,2012,Final,4,Upstairs/Downstairs,Small,1,27,33,,,83,78,30,15,51,6,25,2,17.5,1.5,4
354,vepifanov,Russia,C++,2012,Final,4,Upstairs/Downstairs,Large,1,30,26,,,83,78,30,15,51,6,25,2,17.5,1.5,4
355,vepifanov,Russia,C++,2012,Final,4,Xeno-archaeology,Small,1,42,47,,,79,73,28,13,59,8,9,3,10.33,2,5
356,vepifanov,Russia,C++,2012,Final,4,Xeno-archaeology,Large,3,34,3,,,169,153,28,13,133,20,133,6,17.5,4.33,7.5
357,vepifanov,Russia,C++,2012,Final,4,Twirling Towards Freedom,Small,2,19,6,,,92,85,28,13,66,9,20,4,10.25,2.75,3.25
358,vepifanov,Russia,C++,2012,Final,4,Shifting Paths,Small,,42,29,,,69,66,28,13,45,5,12,2,12.5,1.5,4.5
359,bmerry,South Africa,C++,2012,Qual,104,Speaking in Tongues,Small,6,52,5,,,101,85,25,3,80,15,24,4,12.5,4.25,5
360,bmerry,South Africa,C++,2012,Qual,104,Dancing With the Googlers,Small,7,5,17,,,82,66,25,3,62,15,8,4,7.75,4.25,4.75
361,bmerry,South Africa,C++,2012,Qual,104,Dancing With the Googlers,Large,7,5,41,,,82,66,25,3,62,15,8,4,7.75,4.25,4.75
362,bmerry,South Africa,C++,2012,Qual,104,Recycled Numbers,Small,7,11,47,,,85,70,25,3,65,15,8,4,8.75,4.25,4.75
363,bmerry,South Africa,C++,2012,Qual,104,Recycled Numbers,Large,7,12,34,,,85,70,25,3,65,15,8,4,8.75,4.25,4.75
364,bmerry,South Africa,C++,2012,Qual,104,Hall of Mirrors,Small,19,30,21,,,184,142,25,3,114,31,22,7,14.71,3.86,6.29
365,bmerry,South Africa,C++,2012,Qual,104,Hall of Mirrors,Large,19,34,1,,,184,142,25,3,114,31,22,7,14.71,3.86,6.29
366,bmerry,South Africa,C++,2012,1B,2,Safety in Numbers,Small,,16,7,,,103,85,25,3,74,16,11,4,12.5,4.75,6
367,bmerry,South Africa,C++,2012,1B,2,Safety in Numbers,Large,,16,27,,,103,85,25,3,74,16,11,4,12.5,4.75,6
368,bmerry,South Africa,C++,2012,1B,2,"Tide Goes In, Tide Goes Out",Small,,33,55,,,146,116,25,3,104,26,37,9,7.78,3.89,4.11
369,bmerry,South Africa,C++,2012,1B,2,"Tide Goes In, Tide Goes Out",Large,,34,38,,,146,116,25,3,104,26,37,9,7.78,3.89,4.11
370,bmerry,South Africa,C++,2012,1B,2,Equal Sums,Small,,40,7,,,114,92,25,3,83,18,13,6,9.17,4,4.17
371,bmerry,South Africa,C++,2012,1B,2,Equal Sums,Large,1,4,41,,,131,107,28,3,89,19,19,6,10.83,4,4.83
372,bmerry,South Africa,C++,2012,2,97,Swinging Wild,Small,,11,18,,,95,77,25,3,70,16,22,4,10.25,4.25,5
373,bmerry,South Africa,C++,2012,2,97,Swinging Wild,Large,,11,41,,,95,77,25,3,70,16,22,4,10.25,4.25,5
374,bmerry,South Africa,C++,2012,2,97,Aerobics,Small,1,13,37,,,149,119,25,3,98,23,23,6,13,5,6
375,bmerry,South Africa,C++,2012,2,97,Aerobics,Large,1,14,5,,,149,119,25,3,98,23,23,6,13,5,6
376,bmerry,South Africa,C++,2012,2,97,Mountain View,Small,,37,39,,,127,103,25,3,97,19,27,6,11,4.17,4
377,bmerry,South Africa,C++,2012,2,97,Descending in the Dark,Small,1,40,28,,,188,142,25,3,113,32,47,4,25.25,4.25,11.75
378,bmerry,South Africa,C++,2012,3,5,Perfect Game,Small,,10,1,,,95,77,25,3,76,18,11,7,5.29,3.43,2.86
379,bmerry,South Africa,C++,2012,3,5,Perfect Game,Large,,10,36,,,95,77,25,3,76,18,11,7,5.29,3.43,2.86
380,bmerry,South Africa,C++,2012,3,5,Havannah,Small,2,8,55,,,265,219,25,3,160,34,61,9,18.89,5,8.22
381,bmerry,South Africa,C++,2012,3,5,Havannah,Large,2,15,39,,,264,218,25,12,157,34,68,9,18.78,5,8
382,bmerry,South Africa,C++,2012,3,5,Lost Password,Small,,59,14,,,130,104,25,3,86,22,41,5,13.6,4.6,6
383,bmerry,South Africa,C++,2012,Final,6,Zombie Smash,Small,1,25,48,,,117,87,25,3,88,24,27,7,6.57,3.86,3.71
384,bmerry,South Africa,C++,2012,Final,6,Zombie Smash,Large,1,26,36,,,117,87,25,3,88,24,27,7,6.57,3.86,3.71
385,bmerry,South Africa,C++,2012,Final,6,Upstairs/Downstairs,Small,1,59,,,,102,82,25,3,80,17,32,4,11.75,4.25,5
386,bmerry,South Africa,C++,2012,Final,6,Upstairs/Downstairs,Large,2,4,39,,,105,83,25,3,79,18,32,4,11.75,4.25,5
387,bmerry,South Africa,C++,2012,Final,6,Twirling Towards Freedom,Small,1,,29,,,164,124,25,3,118,29,22,9,8.89,3.78,4.22
388,bmerry,South Africa,C++,2012,Final,6,Twirling Towards Freedom,Large,1,9,26,,,176,132,25,3,124,31,26,9,9.78,3.78,4.56
389,bmerry,South Africa,C++,2012,Final,6,Shifting Paths,Small,2,9,59,,,100,84,25,3,70,15,22,4,12.25,4.5,5
390,exod40,Bulgaria,C++,2012,Qual,6980,Dancing With the Googlers,Small,14,16,48,,,54,41,3,0,30,14,7,4,8.5,2.25,4.25
391,exod40,Bulgaria,C++,2012,Qual,6980,Dancing With the Googlers,Large,14,17,12,,,54,41,3,0,30,14,7,4,8.5,2.25,4.25
392,exod40,Bulgaria,C++,2012,Qual,6980,Recycled Numbers,Small,14,42,34,,,49,39,3,0,20,10,5,3,10.67,1,4.33
393,exod40,Bulgaria,C++,2012,Qual,6980,Recycled Numbers,Large,14,43,24,,,49,39,3,0,20,10,5,3,10.67,1,4.33
394,exod40,Bulgaria,C++,2012,1A,128,Password Problem,Small,,13,1,,,32,26,2,0,19,6,9,3,7,1,2
395,exod40,Bulgaria,C++,2012,1A,128,Password Problem,Large,,13,38,,,32,26,2,0,19,6,9,3,7,1,2
396,exod40,Bulgaria,C++,2012,1A,128,Kingdom Rush,Small,,41,9,,,65,50,1,0,24,15,18,3,15.67,1,6.67
397,exod40,Bulgaria,C++,2012,1A,128,Kingdom Rush,Large,,41,53,,,65,50,1,0,24,15,18,3,15.67,1,6.67
398,exod40,Bulgaria,C++,2012,2,141,Swinging Wild,Small,,12,24,,,47,36,2,0,20,12,20,3,9.67,1.33,4
399,exod40,Bulgaria,C++,2012,2,141,Swinging Wild,Large,,12,58,,,47,36,2,0,20,12,20,3,9.67,1.33,4
400,exod40,Bulgaria,C++,2012,2,141,Aerobics,Small,1,46,51,,,103,78,3,0,64,26,55,5,13.8,1.4,6.6
401,exod40,Bulgaria,C++,2012,2,141,Aerobics,Large,1,49,14,,,108,84,3,9,66,26,55,5,13.8,1.4,6.6
402,exod40,Bulgaria,C++,2012,2,141,Mountain View,Small,1,9,37,,,80,64,3,0,61,19,21,3,18.33,1.33,6.33
403,exod40,Bulgaria,C++,2012,3,31,Perfect Game,Small,,14,13,,,34,28,2,0,18,6,9,3,7,1,3
404,exod40,Bulgaria,C++,2012,3,31,Havannah,Small,1,28,19,,,243,182,4,0,156,62,154,11,14.73,2.55,8.09
405,exod40,Bulgaria,C++,2012,3,31,Havannah,Large,1,36,16,,,248,187,4,0,161,62,154,11,15.18,2.55,8.09
406,exod40,Bulgaria,C++,2012,3,31,Quality Food,Small,2,28,28,,,69,58,3,0,36,11,32,4,12.76,1.75,4
407,exod40,Bulgaria,C++,2012,3,31,Lost Password,Small,2,1,9,,,63,51,5,0,43,12,30,5,8,1.8,3.4
408,exod40,Bulgaria,C++,2012,Final,14,Zombie Smash,Small,,30,36,,,58,45,3,0,34,13,37,3,12.33,1,5.67
409,exod40,Bulgaria,C++,2012,Final,14,Zombie Smash,Large,,31,21,,,58,45,3,0,34,13,37,3,12.33,1,5.67
